timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_volume,taker_buy_quote_volume
1733623200000,99848.35000000,100328.88000000,99750.17000000,100146.90000000,590.34251000,1733626799999,59088860.14834760,107935,286.25511000,28655212.40652330,0
1733626800000,100146.91000000,100260.00000000,99912.00000000,99934.82000000,322.49487000,1733630399999,32274561.10679060,84943,131.30401000,13140669.69950760,0
1733630400000,99934.83000000,100030.00000000,99694.66000000,99756.01000000,483.49842000,1733633999999,48277453.68905900,90520,222.09376000,22176063.87949240,0
1733634000000,99756.00000000,99783.56000000,99370.00000000,99534.26000000,431.31034000,1733637599999,42948733.07761090,83427,178.71003000,17795397.04063110,0
1733637600000,99534.26000000,99803.32000000,99336.00000000,99675.96000000,397.06249000,1733641199999,39544118.50369570,83458,158.82941000,15818391.87261740,0
1733641200000,99675.97000000,99863.35000000,99632.61000000,99675.11000000,278.48465000,1733644799999,27778258.60746980,77148,119.35255000,11906358.83772250,0
1733644800000,99675.11000000,99687.85000000,98964.00000000,98980.01000000,668.22137000,1733648399999,66349598.71058370,134099,220.05225000,21853907.99381850,0
1733648400000,98980.02000000,99300.00000000,98657.70000000,98884.02000000,890.41696000,1733651999999,88160653.02164620,193494,352.60277000,34915414.58011610,0
1733652000000,98884.03000000,99409.02000000,98876.00000000,99249.22000000,525.53622000,1733655599999,52150026.79968840,111068,277.29352000,27512637.61733140,0
1733655600000,99249.21000000,99844.28000000,99124.01000000,99701.16000000,473.22138000,1733659199999,47122733.31740280,114187,260.87776000,25976908.50322300,0
1733659200000,99701.17000000,100200.00000000,99452.00000000,99922.48000000,766.06693000,1733662799999,76488924.20321290,165938,401.34278000,40077265.03795700,0
1733662800000,99922.49000000,100500.00000000,99803.80000000,100408.80000000,993.73135000,1733666399999,99546123.50071490,189784,496.18255000,49712685.75707050,0
1733666400000,100408.79000000,100426.10000000,99724.75000000,99726.73000000,784.39963000,1733669999999,78512762.73350800,138200,378.87781000,37927941.95717280,0
1733670000000,99726.72000000,99964.63000000,99357.16000000,99912.01000000,844.24534000,1733673599999,84121517.55431720,206021,408.08571000,40667668.01140770,0
